area,rank,title
Domain adaptation,132,ESNet: An Efficient Symmetric Network for Real-time Semantic Segmentation
Domain adaptation,133,DiCENet: Dimension-wise Convolutions for Efficient Networks
Domain adaptation,134,LEDNet: A Lightweight Encoder-Decoder Network for Real-Time Semantic Segmentation
Domain adaptation,135,An Energy and GPU-Computation Efficient Backbone Network for Real-Time Object Detection
Domain adaptation,136,"ESPNetv2: A Light-weight, Power Efficient, and General Purpose Convolutional Neural Network"
Domain adaptation,137,CGNet: A Light-weight Context Guided Network for Semantic Segmentation
Domain adaptation,138,Efficient Dense Modules of Asymmetric Convolution for Real-Time Semantic Segmentation
Domain adaptation,139,BiSeNet: Bilateral Segmentation Network for Real-time Semantic Segmentation
Domain adaptation,140,ContextNet: Exploring Context and Detail for Semantic Segmentation in Real-time
Domain adaptation,141,ERFNet: Efficient Residual Factorized ConvNet for Real-time Semantic Segmentation
Domain adaptation,142,Dilated Residual Networks
Domain adaptation,143,ICNet for Real-Time Semantic Segmentation on High-Resolution Images
Domain adaptation,144,ENet: A Deep Neural Network Architecture for Real-Time Semantic Segmentation
Domain adaptation,145,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation
Domain adaptation,146,Fully Convolutional Instance-aware Semantic Segmentation
Domain adaptation,147,Rich feature hierarchies for accurate object detection and semantic segmentation
Domain adaptation,148,PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space
Domain adaptation,149,Automated Design of Deep Learning Methods for Biomedical Image Segmentation
Domain adaptation,150,COCO-Stuff: Thing and Stuff Classes in Context
Domain adaptation,151,Co-Occurrent Features in Semantic Segmentation
Domain adaptation,152,Generating Masks from Boxes by Mining Spatio-Temporal Consistencies in Videos
Domain adaptation,153,Learning What to Learn for Video Object Segmentation
Domain adaptation,154,Towards End-to-End Lane Detection: an Instance Segmentation Approach
Domain adaptation,155,"DeepFashion2: A Versatile Benchmark for Detection, Pose Estimation, Segmentation and Re-Identification of Clothing Images"
Domain adaptation,156,Recurrent Residual Convolutional Neural Network based on U-Net (R2U-Net) for Medical Image Segmentation
Domain adaptation,157,Temporal RoI Align for Video Object Recognition
Domain adaptation,158,Polarized Self-Attention: Towards High-quality Pixel-wise Regression
Domain adaptation,159,VOLO: Vision Outlooker for Visual Recognition
Domain adaptation,160,3D Semantic Segmentation with Submanifold Sparse Convolutional Networks
Domain adaptation,161,UNet++: Redesigning Skip Connections to Exploit Multiscale Features in Image Segmentation
Domain adaptation,162,ChainerCV: a Library for Deep Learning in Computer Vision
Domain adaptation,163,Atlas: End-to-End 3D Scene Reconstruction from Posed Images
Domain adaptation,164,What Makes for Good Views for Contrastive Learning?
Domain adaptation,165,Improving Semantic Segmentation via Video Propagation and Label Relaxation
Domain adaptation,166,4D Spatio-Temporal ConvNets: Minkowski Convolutional Neural Networks
Domain adaptation,167,Rethinking Self-supervised Correspondence Learning: A Video Frame-level Similarity Perspective
Domain adaptation,168,Learning a Discriminative Feature Network for Semantic Segmentation
Domain adaptation,169,Conditional Random Fields as Recurrent Neural Networks
Domain adaptation,170,Understanding Humans in Crowded Scenes: Deep Nested Adversarial Learning and A New Benchmark for Multi-Human Parsing
Domain adaptation,171,Pose2Seg: Detection Free Human Instance Segmentation
Domain adaptation,172,DLTK: State of the Art Reference Implementations for Deep Learning on Medical Images
Domain adaptation,173,The Lovász-Softmax loss: A tractable surrogate for the optimization of the intersection-over-union measure in neural networks
Domain adaptation,174,Optimal Transport for Multi-source Domain Adaptation under Target Shift
Domain adaptation,175,PartNet: A Large-scale Benchmark for Fine-grained and Hierarchical Part-level 3D Object Understanding
Domain adaptation,176,PointCNN: Convolution On X-Transformed Points
Domain adaptation,177,In-Place Activated BatchNorm for Memory-Optimized Training of DNNs
Domain adaptation,178,Autonomous Driving in Reality with Reinforcement Learning and Image Translation
Domain adaptation,179,Deep clustering: Discriminative embeddings for segmentation and separation
Domain adaptation,180,Vision Transformers for Dense Prediction
Domain adaptation,181,Hypersim: A Photorealistic Synthetic Dataset for Holistic Indoor Scene Understanding
Domain adaptation,182,Panoptic nuScenes: A Large-Scale Benchmark for LiDAR Panoptic Segmentation and Tracking
Domain adaptation,183,ADVENT: Adversarial Entropy Minimization for Domain Adaptation in Semantic Segmentation
Domain adaptation,184,Maximum Classifier Discrepancy for Unsupervised Domain Adaptation
Domain adaptation,185,CyCADA: Cycle-Consistent Adversarial Domain Adaptation
Domain adaptation,186,Boundary-Aware Segmentation Network for Mobile and Web Applications
Domain adaptation,187,Bayesian SegNet: Model Uncertainty in Deep Convolutional Encoder-Decoder Architectures for Scene Understanding
Domain adaptation,188,Retina U-Net: Embarrassingly Simple Exploitation of Segmentation Supervision for Medical Object Detection
Domain adaptation,189,Dynamic Graph CNN for Learning on Point Clouds
Domain adaptation,190,Partial Convolution based Padding
Domain adaptation,191,Cascade R-CNN: High Quality Object Detection and Instance Segmentation
Domain adaptation,192,TernausNet: U-Net with VGG11 Encoder Pre-Trained on ImageNet for Image Segmentation
Domain adaptation,193,Deep Snake for Real-Time Instance Segmentation
Domain adaptation,194,Global Context for Convolutional Pose Machines
Domain adaptation,195,GIMP-ML: Python Plugins for using Computer Vision Models in GIMP
Domain adaptation,196,BlenderProc
Domain adaptation,197,Pyramid Vision Transformer: A Versatile Backbone for Dense Prediction without Convolutions
Domain adaptation,198,YolactEdge: Real-time Instance Segmentation on the Edge
Domain adaptation,199,Enforcing temporal consistency in Deep Learning segmentation of brain MR images
Domain adaptation,200,Large Kernel Matters -- Improve Semantic Segmentation by Global Convolutional Network
Image generation,1,Naive-Student: Leveraging Semi-Supervised Learning in Video Sequences for Urban Scene Segmentation
Image generation,2,Searching for MobileNetV3
Image generation,3,FEELVOS: Fast End-to-End Embedding Learning for Video Object Segmentation
Image generation,4,Auto-DeepLab: Hierarchical Neural Architecture Search for Semantic Image Segmentation
Image generation,5,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction
Image generation,6,Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation
Image generation,7,MobileNetV2: Inverted Residuals and Linear Bottlenecks
Image generation,8,Rethinking Atrous Convolution for Semantic Image Segmentation
Image generation,9,Mask R-CNN
Image generation,10,Pyramid Scene Parsing Network
Image generation,11,"DeepLab: Semantic Image Segmentation with Deep Convolutional Nets, Atrous Convolution, and Fully Connected CRFs"
Image generation,12,Deep Residual Learning for Image Recognition
Image generation,13,ParseNet: Looking Wider to See Better
Image generation,14,Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs
Image generation,15,The surprising impact of mask-head architecture on novel class segmentation
Image generation,16,BEiT: BERT Pre-Training of Image Transformers
Image generation,17,SegFormer: Simple and Efficient Design for Semantic Segmentation with Transformers
Image generation,18,Learning to Segment Every Thing
Image generation,19,PointRend: Image Segmentation as Rendering
Image generation,20,TensorMask: A Foundation for Dense Object Segmentation
Image generation,21,Panoptic Feature Pyramid Networks
Image generation,22,Panoptic-DeepLab
Image generation,23,Pointly-Supervised Instance Segmentation
Image generation,24,Path Aggregation Network for Instance Segmentation
Image generation,25,Seesaw Loss for Long-Tailed Instance Segmentation
Image generation,26,FCOS: A simple and strong anchor-free object detector
Image generation,27,DetectoRS: Detecting Objects with Recursive Feature Pyramid and Switchable Atrous Convolution
Image generation,28,A novel Region of Interest Extraction Layer for Instance Segmentation
Image generation,29,ResNeSt: Split-Attention Networks
Image generation,30,CentripetalNet: Pursuing High-quality Keypoint Pairs for Object Detection
Image generation,31,CBNet: A Novel Composite Backbone Network Architecture for Object Detection
Image generation,32,Deep High-Resolution Representation Learning for Visual Recognition
Image generation,33,MMDetection: Open MMLab Detection Toolbox and Benchmark
Image generation,34,CARAFE: Content-Aware ReAssembly of FEatures
Image generation,35,YOLACT: Real-time Instance Segmentation
Image generation,36,Mask Scoring R-CNN
Image generation,37,Hybrid Task Cascade for Instance Segmentation
Image generation,38,"Deformable ConvNets v2: More Deformable, Better Results"
Image generation,39,"How to train your ViT? Data, Augmentation, and Regularization in Vision Transformers"
Image generation,40,XCiT: Cross-Covariance Image Transformers
Image generation,41,Twins: Revisiting the Design of Spatial Attention in Vision Transformers
Image generation,42,Co-Scale Conv-Attentional Image Transformers
Image generation,43,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows
Image generation,44,Scaling Local Self-Attention for Parameter Efficient Visual Backbones
Image generation,45,LambdaNetworks: Modeling Long-Range Interactions Without Attention
Image generation,46,RepVGG: Making VGG-style ConvNets Great Again
Image generation,47,Evolving Normalization-Activation Layers
Image generation,48,ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks
Image generation,49,Bag of Tricks for Image Classification with Convolutional Neural Networks
Image generation,50,Fully Convolutional Networks for Semantic Segmentation
Image generation,51,FDA: Fourier Domain Adaptation for Semantic Segmentation
Image generation,52,Unsupervised Learning of Object Keypoints for Perception and Control
Image generation,53,Is Heuristic Sampling Necessary in Training Deep Object Detectors?
Image generation,54,Video-to-Video Synthesis
Image generation,55,Emerging Properties in Self-Supervised Vision Transformers
Image generation,56,Rethinking ImageNet Pre-training
Image generation,57,Learning Strict Identity Mappings in Deep Residual Networks
Image generation,58,Self-Supervised Learning with Swin Transformers
Image generation,59,High-Resolution Image Synthesis and Semantic Manipulation with Conditional GANs
Image generation,60,Micro-Batch Training with Batch-Channel Normalization and Weight Standardization
Image generation,61,U-Net: Convolutional Networks for Biomedical Image Segmentation
Image generation,62,Lite-HRNet: A Lightweight High-Resolution Network
Image generation,63,PaddleSeg: A High-Efficient Development Toolkit for Image Segmentation
Image generation,64,Attention-guided Context Feature Pyramid Network for Object Detection
Image generation,65,SOLOv2: Dynamic and Fast Instance Segmentation
Image generation,66,SOLO: Segmenting Objects by Locations
Image generation,67,HarDNet: A Low Memory Traffic Network
Image generation,68,High-Resolution Representations for Labeling Pixels and Regions
Image generation,69,FCOS: Fully Convolutional One-Stage Object Detection
Image generation,70,Microsoft COCO: Common Objects in Context
Image generation,71,Simple Training Strategies and Model Scaling for Object Detection
Image generation,72,Simple Copy-Paste is a Strong Data Augmentation Method for Instance Segmentation
